0.09655335	-0.035057213	0.025228921	-0.028921507	0.2147006	-0.0096201915	-0.045279533	0.05198518	-0.33349556	-0.043040678	0.0063763685	-0.00391835	0.07791739	-0.036595374	0.025421342	0.02112071
0.050559044	-0.015899826	0.044234432	-0.007072655	0.21163855	-0.039658956	-0.02438874	0.03575202	-0.32400918	-0.11179639	0.041044086	0.024709841	0.065411225	0.030912455	-0.049805116	-0.010403391
0.14247172	0.05873631	0.07120517	0.026655123	0.23525621	-0.030508947	-0.07171221	0.10922965	-0.34607977	-0.15097699	0.069473065	0.06500536	0.15858005	-0.016512543	-0.13373753	-0.066435724
-0.2766852	-0.2507533	-0.26766825	-0.2681805	-0.24474108	-0.24281898	0.2435629	-0.29400423	-0.14191118	0.26346245	-0.29351076	-0.32413876	-0.37904477	-0.24564818	0.31535077	0.32170123
-0.04308656	-0.07502532	-0.006723802	0.0009783983	0.09558973	-0.060226224	0.056675766	0.019072868	-0.18067966	0.05909189	0.0071239513	-0.051361255	0.018462425	-0.038726017	0.026881771	0.081689425
0.048736554	0.03389557	-0.03685774	0.030568762	0.13798468	-0.020646533	0.02690923	-0.0015984632	-0.1338492	0.004422536	0.016584508	-0.0024438093	0.058777012	0.012170916	0.022086931	-0.010263287
-0.27758417	-0.22644578	-0.24597864	-0.24942568	-0.15557416	-0.2673947	0.2003303	-0.22326581	-0.17691	0.22665143	-0.30187973	-0.28665975	-0.34386885	-0.18680355	0.25217944	0.3140146
-0.005907364	0.020933727	0.020434566	-0.023966393	0.12605609	-0.010792743	0.007047073	0.041048676	-0.19880125	-0.03311043	0.032136463	-0.052114546	-0.0029899506	-0.0519289	0.026498483	0.018774686
-0.2529265	-0.2223937	-0.15136845	-0.1634042	-0.18366925	-0.22726297	0.22282015	-0.25054634	-0.15608698	0.2631746	-0.21320097	-0.24701658	-0.26020455	-0.22246633	0.23067719	0.2657968
0.033064663	0.031986535	-0.012749155	0.018457932	0.028407132	-0.011799871	-0.038014058	0.03867457	-0.121267505	0.013520035	-0.001514856	0.019940086	0.012050728	-0.025821026	-0.011934062	0.0036901103
-0.30263606	-0.34168592	-0.2545672	-0.26417375	-0.26433226	-0.24658038	0.26816687	-0.28557065	-0.31136727	0.31622165	-0.37139857	-0.28195986	-0.34109426	-0.23342368	0.29115295	0.3094782
0.099349216	0.0893955	0.017264446	0.094846815	0.1401589	0.025536148	-0.09240158	0.02212111	-0.06166283	-0.060347393	0.063163996	0.029441744	0.079650514	0.03040877	-0.092709094	-0.04220473
-0.16940543	-0.104429245	-0.1451972	-0.15079865	-0.12425822	-0.121698536	0.093847394	-0.15216374	-0.07358426	0.1409389	-0.13836738	-0.19353783	-0.18118174	-0.16476555	0.21037008	0.21572685
0.24238487	0.13035059	0.14036211	0.16509461	0.26231474	0.12292752	-0.21501026	0.16178039	-0.051266998	-0.24650122	0.26557955	0.12867284	0.20730345	0.11525857	-0.19894509	-0.21245687
-0.020495566	-0.02134474	-0.05492139	-0.04748002	0.08980388	-0.06651598	0.0046983156	0.047768872	-0.1517101	0.008376846	-0.040156346	-0.030543165	-0.012341747	0.022136634	0.026080841	0.04914104
0.016467001	-0.0191693	-0.030856274	-0.07200043	0.06627773	-0.07250566	0.023413619	-0.016820341	-0.18030655	-0.017728971	-0.029602775	-0.085544616	-0.013420278	-0.07687286	0.042508714	0.06667144
0.013639472	0.058654286	0.036725797	0.03986085	0.1091622	0.0389968	-0.021236677	0.03791686	-0.06557293	-0.07608164	0.08416159	0.05016945	0.04381937	0.044351805	-0.027647525	0.007070572
-0.118279345	-0.074415304	-0.022894913	-0.08344219	0.025874186	-0.09616647	0.014481748	-0.068578884	-0.05510199	0.066459484	-0.057091244	-0.1130349	-0.098063156	-0.054644037	0.0814018	0.08872945
0.102962755	-0.00022616776	0.052662626	0.040313296	0.13342117	0.07434625	-0.07677898	0.05981511	-0.1285318	-0.054556392	0.07067671	0.009934795	0.084864415	0.07946483	-0.115513384	-0.075157195
-0.15018088	-0.17171703	-0.18717441	-0.16801062	-0.013860891	-0.18215531	0.106322326	-0.124457635	-0.12240695	0.1452987	-0.16656472	-0.15308079	-0.13722643	-0.17152132	0.18305773	0.19575998
-0.11197736	-0.091731586	-0.06236139	-0.037046533	-0.053918667	-0.0711703	0.05864777	-0.12408382	-0.14751944	0.12110333	-0.10284045	-0.12926608	-0.109549455	-0.10517917	0.0693661	0.098321214
0.034415163	0.038979933	-0.0038418332	0.035547815	0.17910822	0.04239698	-0.0591617	0.04765646	-0.15864706	0.00051772175	-0.021425206	0.05281613	0.052632034	-0.0022043716	-0.070134535	-0.025247004
0.054947343	0.044299256	0.03204752	-0.02594398	0.020580776	-0.040844116	-0.0042440137	0.018962018	-0.16979071	-0.028976647	0.04861935	0.048668627	-0.008623818	0.034571424	-0.039855298	-0.0044728513
0.10962114	0.039451517	0.026795091	0.052454624	0.14101486	0.025196102	-0.09612743	0.045676634	-0.15500207	-0.10120347	0.030654775	0.021060478	0.11688689	-0.0022408392	-0.01952699	-0.060609337
